epoch,train_loss,train_bal_acc,train_sens,train_spec,val_loss,val_bal_acc,val_sens,val_spec,val_auc,val_sens_Disease_Risk,val_spec_Disease_Risk,val_sens_DR,val_spec_DR,val_sens_ARMD,val_spec_ARMD,val_sens_MH,val_spec_MH,val_sens_DN,val_spec_DN,val_sens_MYA,val_spec_MYA,val_sens_BRVO,val_spec_BRVO,val_sens_TSLN,val_spec_TSLN,val_sens_ERM,val_spec_ERM,val_sens_LS,val_spec_LS,val_sens_MS,val_spec_MS,val_sens_CSR,val_spec_CSR,val_sens_ODC,val_spec_ODC,val_sens_CRVO,val_spec_CRVO,val_sens_TV,val_spec_TV,val_sens_AH,val_spec_AH,val_sens_ODP,val_spec_ODP,val_sens_ODE,val_spec_ODE,val_sens_ST,val_spec_ST,val_sens_AION,val_spec_AION,val_sens_PT,val_spec_PT,val_sens_RT,val_spec_RT,val_sens_RS,val_spec_RS,val_sens_CRS,val_spec_CRS,val_sens_EDN,val_spec_EDN,val_sens_RPEC,val_spec_RPEC,val_sens_MHL,val_spec_MHL,val_sens_RP,val_spec_RP,val_sens_OTHER,val_spec_OTHER
0,1.301304,0.452370,0.420290,0.484451,1.342264,0.445463,0.417362,0.473563,0.489522,0.000000,1.000000,0.992424,0.011811,0.000000,0.998339,1.000000,0.000000,0.413043,0.659933,1.000000,0.000000,0.000000,0.996759,1.000000,0.000000,1.000000,0.000000,0.000000,0.972713,1.000000,0.000000,0.000000,0.990461,0.986111,0.000000,0.000000,0.996835,0.000000,1.000000,0.000000,0.998428,1.000000,0.000000,0.190476,0.318255,1.000000,0.061321,1.000000,0.000000,1.000000,0.003135,1.000000,0.004732,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.142857,0.914378
1,1.313821,0.524042,0.405240,0.642843,1.362392,0.545858,0.348080,0.743636,0.605075,0.000000,1.000000,1.000000,0.000000,0.157895,0.978405,0.215686,0.992565,1.000000,0.011785,1.000000,0.000000,0.695652,0.766613,0.476923,0.817391,0.000000,1.000000,1.000000,0.288925,0.000000,1.000000,0.000000,0.996820,0.986111,0.005282,0.250000,0.998418,0.000000,1.000000,0.000000,1.000000,0.846154,0.157980,0.333333,0.473344,0.000000,1.000000,0.000000,0.998425,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
2,1.335024,0.604137,0.499164,0.709111,1.381075,0.698683,0.603506,0.793860,0.703467,0.638340,0.776119,1.000000,0.000000,0.289474,0.946844,0.284314,0.990706,0.565217,0.570707,0.205882,0.963696,0.130435,0.962723,1.000000,0.029565,0.000000,1.000000,0.000000,0.998395,0.000000,1.000000,1.000000,0.319555,0.972222,0.095070,0.875000,0.768987,0.000000,1.000000,0.000000,0.995283,0.000000,0.993485,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.391374,0.363636,0.920509,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
3,1.340082,0.602579,0.425307,0.779851,1.437336,0.563138,0.344741,0.781534,0.740387,0.013834,1.000000,0.984848,0.364173,1.000000,0.000000,0.166667,0.992565,1.000000,0.008418,1.000000,0.000000,1.000000,0.000000,0.707692,0.606957,0.000000,1.000000,0.882353,0.698234,0.000000,1.000000,0.000000,1.000000,0.513889,0.730634,0.250000,0.973101,0.000000,1.000000,0.000000,0.992138,0.038462,0.858306,0.047619,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.928571,0.685304,0.090909,1.000000,0.000000,1.000000,0.333333,0.717666,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
4,1.358180,0.633131,0.517280,0.748983,1.450107,0.547564,0.265442,0.829686,0.754429,0.025692,1.000000,0.045455,0.998031,0.736842,0.727575,0.264706,0.990706,0.956522,0.053872,0.911765,0.684818,0.086957,0.965964,1.000000,0.080000,0.000000,1.000000,0.176471,0.942215,0.000000,0.957480,1.000000,0.208267,0.986111,0.042254,0.250000,0.966772,0.000000,1.000000,0.000000,0.971698,0.000000,1.000000,0.333333,0.987076,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.998423,0.000000,1.000000,0.727273,0.480127,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.993538
5,1.306562,0.656929,0.552954,0.760904,1.303030,0.729052,0.656928,0.801175,0.765008,0.612648,0.970149,0.863636,0.614173,0.868421,0.581395,0.784314,0.802974,0.695652,0.457912,0.852941,0.717822,0.652174,0.850891,0.753846,0.606957,0.000000,1.000000,0.294118,0.863563,0.000000,0.962205,0.090909,0.855326,0.666667,0.357394,0.375000,0.833861,0.000000,1.000000,0.250000,0.878931,0.000000,0.998371,0.904762,0.710824,0.000000,1.000000,0.800000,0.548031,0.000000,1.000000,0.833333,0.870662,0.857143,0.672524,0.090909,0.945946,0.800000,0.880315,0.500000,0.804416,0.000000,1.000000,0.000000,1.000000,0.904762,0.437803
6,1.223031,0.688020,0.608417,0.767623,1.294925,0.693614,0.661102,0.726126,0.772221,0.667984,0.992537,0.863636,0.600394,0.763158,0.724252,0.509804,0.938662,0.782609,0.368687,0.735294,0.828383,0.739130,0.703404,0.492308,0.838261,0.000000,1.000000,0.764706,0.539326,0.800000,0.729134,0.909091,0.478537,0.513889,0.646127,0.375000,0.909810,0.000000,1.000000,0.250000,0.935535,0.153846,0.537459,0.904762,0.557351,0.000000,1.000000,1.000000,0.607874,0.500000,0.822884,0.833333,0.826498,1.000000,0.341853,0.727273,0.330684,0.800000,0.766929,0.333333,0.810726,0.000000,1.000000,0.000000,1.000000,0.904762,0.386107
7,1.143989,0.738918,0.711538,0.766298,1.191512,0.753804,0.710351,0.797258,0.806247,0.699605,0.970149,0.696970,0.789370,0.921053,0.541528,0.872549,0.704461,0.565217,0.772727,0.941176,0.572607,0.652174,0.824959,0.923077,0.570435,0.285714,0.886256,0.470588,0.828250,0.200000,0.886614,0.818182,0.658188,0.902778,0.276408,0.750000,0.931962,0.000000,1.000000,0.500000,0.907233,0.000000,0.972313,0.857143,0.791599,0.000000,1.000000,0.800000,0.811024,1.000000,0.713166,0.833333,0.865931,0.785714,0.889776,0.272727,0.818760,0.800000,0.718110,0.833333,0.575710,0.000000,0.996860,0.500000,0.956113,0.095238,0.917609
8,1.039634,0.755186,0.724359,0.786013,1.136025,0.779964,0.782137,0.777791,0.834816,0.794466,0.955224,0.886364,0.726378,0.921053,0.649502,0.803922,0.881041,0.239130,0.920875,1.000000,0.750825,0.869565,0.659643,0.923077,0.726957,0.857143,0.469194,0.882353,0.714286,0.800000,0.765354,0.727273,0.712242,0.555556,0.732394,0.875000,0.924051,0.000000,0.995298,0.750000,0.897799,0.500000,0.433225,0.857143,0.859451,0.000000,1.000000,0.800000,0.941732,1.000000,0.829154,1.000000,0.774448,0.857143,0.859425,0.818182,0.621622,1.000000,0.691339,0.666667,0.686120,0.000000,1.000000,0.500000,0.956113,0.904762,0.534733
9,0.933778,0.777346,0.750557,0.804135,1.083615,0.809191,0.795492,0.822889,0.855278,0.802372,0.955224,0.909091,0.683071,0.921053,0.792359,0.774510,0.882900,0.782609,0.612795,0.970588,0.892739,0.869565,0.625608,0.846154,0.845217,0.285714,0.935229,0.941176,0.703050,0.800000,0.900787,0.818182,0.785374,0.527778,0.660211,1.000000,0.830696,0.000000,0.984326,1.000000,0.866352,0.692308,0.372964,0.761905,0.946688,0.000000,1.000000,0.800000,0.940157,1.000000,0.805643,1.000000,0.875394,0.857143,0.900958,0.636364,0.788553,1.000000,0.885039,0.666667,0.749211,0.333333,0.841444,0.500000,0.987461,0.571429,0.852989
10,0.861715,0.794426,0.772854,0.815999,1.158875,0.823177,0.779633,0.866720,0.858591,0.802372,0.955224,0.856061,0.832677,0.921053,0.812292,0.862745,0.827138,0.456522,0.880471,1.000000,0.798680,0.782609,0.790924,0.938462,0.735652,0.285714,0.939968,0.823529,0.784912,0.800000,0.914961,0.454545,0.910970,0.680556,0.487676,1.000000,0.914557,0.000000,0.985893,1.000000,0.880503,0.461538,0.571661,0.666667,0.959612,0.000000,1.000000,0.800000,0.968504,0.000000,0.996865,1.000000,0.883281,0.857143,0.936102,0.545454,0.836248,0.800000,0.905512,0.500000,0.878549,0.000000,0.974882,0.500000,0.934169,0.476190,0.823910
11,0.869761,0.802968,0.778707,0.827229,1.127484,0.808923,0.771285,0.846561,0.864566,0.778656,0.985075,0.856061,0.850394,0.921053,0.752492,0.803922,0.884758,0.673913,0.789562,1.000000,0.818482,0.739130,0.797407,0.876923,0.780870,0.285714,0.900474,0.823529,0.743178,0.800000,0.869291,0.909091,0.801272,0.694444,0.554577,1.000000,0.911392,0.000000,0.989028,1.000000,0.908805,0.153846,0.732899,0.761905,0.925687,0.000000,0.996855,0.800000,0.957480,1.000000,0.836991,1.000000,0.878549,0.857143,0.912141,0.636364,0.794913,0.800000,0.844094,0.666667,0.689274,0.000000,0.943485,0.500000,0.929467,0.428571,0.833603
12,0.783691,0.808236,0.784002,0.832469,1.118325,0.809003,0.799666,0.818339,0.869415,0.798419,0.985075,0.931818,0.777559,0.973684,0.797342,0.725490,0.931227,0.826087,0.580808,0.970588,0.902640,0.695652,0.758509,0.738462,0.895652,0.714286,0.875197,0.882353,0.706260,0.800000,0.878740,1.000000,0.712242,0.625000,0.626761,1.000000,0.908228,0.000000,0.984326,1.000000,0.916667,0.692308,0.469055,0.857143,0.919225,0.000000,0.988994,1.000000,0.910236,1.000000,0.710031,1.000000,0.927445,0.857143,0.900958,0.727273,0.801272,1.000000,0.864567,0.833333,0.641956,0.333333,0.736264,0.500000,0.960815,0.571429,0.764136
13,0.731365,0.811405,0.793757,0.829052,1.197324,0.823384,0.812187,0.834581,0.870602,0.814229,0.962687,0.893939,0.836614,1.000000,0.774086,0.833333,0.882900,0.695652,0.755892,0.970588,0.882838,0.739130,0.795786,0.769231,0.864348,0.428571,0.890995,0.882353,0.709470,0.800000,0.840945,0.818182,0.813990,0.722222,0.524648,1.000000,0.924051,0.000000,0.990596,1.000000,0.863208,0.653846,0.583062,0.857143,0.943457,0.000000,0.995283,0.800000,0.954331,1.000000,0.804075,1.000000,0.886435,0.857143,0.896166,0.727273,0.783784,1.000000,0.859843,0.666667,0.700315,0.333333,0.871272,0.500000,0.915361,0.714286,0.757674
14,0.715917,0.820824,0.798774,0.842874,1.201771,0.838722,0.803005,0.874438,0.879999,0.802372,0.992537,0.878788,0.883858,0.947368,0.803987,0.833333,0.895911,0.760870,0.776094,1.000000,0.879538,0.652174,0.842788,0.923077,0.813913,0.428571,0.906793,0.882353,0.837881,0.800000,0.889764,0.909091,0.839428,0.777778,0.554577,1.000000,0.933544,0.000000,0.992163,1.000000,0.927673,0.346154,0.739414,0.761905,0.928918,0.000000,0.990566,1.000000,0.948031,1.000000,0.877743,1.000000,0.946372,0.857143,0.915335,0.545454,0.855326,0.800000,0.927559,0.500000,0.813880,0.000000,0.908948,0.500000,0.968652,0.523809,0.809370
15,0.737689,0.824340,0.795708,0.852972,1.206411,0.824842,0.797997,0.851688,0.877890,0.796443,0.985075,0.893939,0.842520,0.973684,0.842193,0.784314,0.933086,0.804348,0.681818,0.941176,0.922442,0.739130,0.760130,0.769231,0.885217,0.571428,0.892575,0.882353,0.800963,0.800000,0.885039,1.000000,0.791733,0.722222,0.519366,1.000000,0.911392,0.000000,0.984326,1.000000,0.916667,0.615385,0.692182,0.809524,0.932149,0.000000,0.984277,0.800000,0.954331,1.000000,0.742947,1.000000,0.944795,0.857143,0.894569,0.636364,0.844197,1.000000,0.914961,0.666667,0.697161,0.333333,0.806907,0.500000,0.976489,0.428571,0.827141
16,0.694122,0.826796,0.801561,0.852031,1.194930,0.832514,0.810518,0.854510,0.881114,0.810277,0.985075,0.886364,0.862205,0.973684,0.812292,0.794118,0.920074,0.782609,0.750842,1.000000,0.914191,0.695652,0.782820,0.800000,0.876522,0.571428,0.876777,0.882353,0.797753,0.800000,0.880315,1.000000,0.785374,0.708333,0.572183,1.000000,0.927215,0.000000,0.984326,1.000000,0.944969,0.615385,0.641694,0.904762,0.917609,0.000000,0.984277,1.000000,0.927559,1.000000,0.811912,1.000000,0.938486,0.857143,0.878594,0.727273,0.810811,1.000000,0.916535,0.500000,0.744479,0.333333,0.858713,0.500000,0.970219,0.619048,0.775444
17,0.637833,0.831060,0.806020,0.856101,1.225860,0.833092,0.800501,0.865684,0.881973,0.800395,0.977612,0.886364,0.874016,1.000000,0.802326,0.803922,0.929368,0.760870,0.752525,1.000000,0.889439,0.652174,0.816856,0.830769,0.859130,0.428571,0.890995,0.882353,0.804173,0.800000,0.875591,0.909091,0.833068,0.722222,0.521127,1.000000,0.938291,0.000000,0.989028,1.000000,0.933962,0.576923,0.638436,0.761905,0.943457,0.000000,0.985849,1.000000,0.957480,1.000000,0.851097,1.000000,0.960568,0.857143,0.907348,0.636364,0.836248,1.000000,0.911811,0.500000,0.791798,0.000000,0.902669,0.500000,0.967085,0.523809,0.806139
18,0.687938,0.828473,0.797659,0.859287,1.208554,0.835121,0.808013,0.862228,0.882637,0.810277,0.977612,0.886364,0.866142,0.973684,0.813953,0.803922,0.925651,0.782609,0.742424,1.000000,0.897690,0.652174,0.802269,0.830769,0.862609,0.428571,0.889415,0.882353,0.797753,0.800000,0.880315,1.000000,0.826709,0.722222,0.526408,1.000000,0.933544,0.000000,0.985893,1.000000,0.933962,0.653846,0.607492,0.761905,0.941842,0.000000,0.982704,1.000000,0.951181,1.000000,0.843260,1.000000,0.952681,0.857143,0.910543,0.636364,0.842607,1.000000,0.916535,0.500000,0.788644,0.333333,0.880691,0.500000,0.968652,0.523809,0.801292
19,0.653623,0.830587,0.807971,0.853202,1.211064,0.835668,0.808013,0.863322,0.882917,0.812253,0.977612,0.886364,0.866142,0.973684,0.818937,0.803922,0.925651,0.782609,0.742424,1.000000,0.897690,0.652174,0.805511,0.830769,0.860870,0.428571,0.889415,0.882353,0.805778,0.800000,0.881890,1.000000,0.829889,0.722222,0.533451,1.000000,0.933544,0.000000,0.985893,1.000000,0.933962,0.615385,0.605863,0.761905,0.941842,0.000000,0.982704,1.000000,0.948031,1.000000,0.846395,1.000000,0.952681,0.857143,0.910543,0.636364,0.842607,1.000000,0.918110,0.500000,0.793375,0.333333,0.877551,0.500000,0.968652,0.523809,0.804523
20,0.682798,0.840589,0.824136,0.857041,1.211064,0.835668,0.808013,0.863322,0.882917,0.812253,0.977612,0.886364,0.866142,0.973684,0.818937,0.803922,0.925651,0.782609,0.742424,1.000000,0.897690,0.652174,0.805511,0.830769,0.860870,0.428571,0.889415,0.882353,0.805778,0.800000,0.881890,1.000000,0.829889,0.722222,0.533451,1.000000,0.933544,0.000000,0.985893,1.000000,0.933962,0.615385,0.605863,0.761905,0.941842,0.000000,0.982704,1.000000,0.948031,1.000000,0.846395,1.000000,0.952681,0.857143,0.910543,0.636364,0.842607,1.000000,0.918110,0.500000,0.793375,0.333333,0.877551,0.500000,0.968652,0.523809,0.804523
